input_sentence,label_sentence
"انا مع منع التدخين في الاماكن العامه لمافي ذلك من مصلحة عامه للجميع وحماية لصحةاطفالناوشيوحنا <extra_id_0> اقل حدعلما اني مدخن ولكن يجب حتى <extra_id_1> اختيار مكان لا يؤثر على الاخرين وصحتهم و نرجوا الله ان نترك هذه <extra_id_2> , . . حمى الله الاردن وملكنا ابو حسين رافع رأس الاردنيين اينما <extra_id_3> </s>",<extra_id_0> على <extra_id_1> في البيت <extra_id_2> العاده السيئه <extra_id_3> وجدوا وشكرا للغد </s>
أولا لا يسعنا إلا أن نواصل تقديم الشكر والاعتراف بروعة جهازنا الأمني حماه <extra_id_0> في ظل <extra_id_1> </s>,<extra_id_0> الله <extra_id_1> القيادة الهاشمية </s>
'اليوم السابع تقول : أبو <extra_id_0> ماضى : ''صباحى والكتاتنى اجتمعا سريا بوساطة عربية '' هذا المانشيت كذب <extra_id_1> </s>,<extra_id_0> العلا <extra_id_1> كذب كذب' </s>
يا شلباية أنت لا تستحق هذا المبلغ فأنت نعم تسجل الأهداف ولكنك تحتاج لتضيع أكثر من 10 فرص سهلة التهديف حتى <extra_id_0> هدفا واحدا وأنت تثير الفريق والجمهور أحيانا بعصبيتك الغير <extra_id_1> </s>,<extra_id_0> تسجل <extra_id_1> مبررة في معظم الأحيان </s>
وحسب ما ذكرت المراسلة العسكرية <extra_id_0> الرسمية الإسرائيلية فان الجيش لم يعلن رسميا عن ما حدث ولم تسمح الرقابة العسكرية الإسرائيلية بنشر تفاصيل <extra_id_1> </s>,<extra_id_0> للإذاعة <extra_id_1> تبادل إطلاق النار </s>
تطاولك على شيخ الأزهر تجاوز كل الحدود السادة <extra_id_0> </s>,<extra_id_0> المحترمون … </s>
فعلا لنكن عائلتهم و سندهم لنملأ حيتهم بالدفء و <extra_id_0> </s>,<extra_id_0> العاطفه و </s>
"ومن هنا فان مواقف الرئيس تصدر عن الناطق الرسمي , او بلسانه شخصيا . <extra_id_0> التنوية . . مع الشكر للزملاء الاعزاء ونادية سعد الدين على متابعتها <extra_id_1> </s>",<extra_id_0> اقتضى <extra_id_1> الجادة واليومية للمسألة </s>
''اخبار عربية - الحرب في اليمن : صالح يدعو اليمنيين إلى مهاجمة <extra_id_0> </s>,<extra_id_0> السعودية URL </s>
'' من غشنافليس منا '' صدق رسول الله . ص <extra_id_0> </s>,<extra_id_0> . .' </s>
مصدر اسرائيلي مطلع كلام كهذا ؟ <extra_id_0> </s>,<extra_id_0> ؟ </s>
بعون الله النصر لفريفنا عين كارم والعوده إلى أيام <extra_id_0> والسعي للوصول إلى الطموحات المطلوية ، وكل <extra_id_1> </s>,<extra_id_0> الزمن الجميل <extra_id_1> التوفيق </s>
بالتوفيق للزعيم الابدي والاوحد للكرة الاردنية الفيصلي بتقديم موسم قوي يليق باسمة <extra_id_0> للكرة الاردنية والمحافظة على لقب للعام الثاني على <extra_id_1> </s>,<extra_id_0> وبزعامته الحقيقة <extra_id_1> التوالي </s>
عطوفة الدكتور الريماوي كيف يمكن <extra_id_0> حاصلة على معدل <extra_id_1> وثمانون علمي في التوجيهي وتسعون المعدل التراكمي في الكلية وتحصل على <extra_id_2> في الشامل علما انها متاكدة من اجاباتها بتفوق في الامتحان هناك خطأ فادح نناشدك بالله ان تعيد النظر بتدقيق الاوراق مرة اخرى لان في ذلك تدمير لمستقبل <extra_id_3> </s>,<extra_id_0> لطالبة <extra_id_1> ستة <extra_id_2> معدل خمسة وستون <extra_id_3> الطلبة والله ولي </s>
حفظهم الله ورعاهم . . ورحمك الله يا سيلين <extra_id_0> </s>,<extra_id_0> وصبر اهلك </s>
لا حول ولا قوة <extra_id_0> </s>,<extra_id_0> الا </s>
* الوحدات حقق اكبر فوز في البطولات الاردنيه في زمن الكبار والعتاوله والمحترفيين وليس في زمن دوري <extra_id_0> فرق <extra_id_1> </s>,<extra_id_0> فيه اربعه <extra_id_1> يا </s>
وتقبل الله منكم اعمالكم الصالحه ورزقكم <extra_id_0> </s>,<extra_id_0> الصحه </s>
أفضل أجهزة الكمبيوتر المحمولة التي تعمل بنظام ويندوز <extra_id_0> </s>,<extra_id_0> 10 URL </s>
عظم الله اجركم وتقبل <extra_id_0> </s>,<extra_id_0> الله </s>
هذا الفريق ستراه مرعبا مربكا للجميع <extra_id_0> </s>,<extra_id_0> هذا </s>
الفيصلي ترك البطولة برباعية تاريخية من فريق صاعد <extra_id_0> </s>,<extra_id_0> من الدرجة </s>
انظروا <extra_id_0> يدافع عنا نحن المنقبات وانتم ماذا تعملون انتم تتحدثون عنا وعن اعراضنا والقلة التي <extra_id_1> </s>,<extra_id_0> يامسلمين كيف <extra_id_1> تدافع </s>
"اعلام العار قلب الدنيا صراخا على خسارة المنتخب من غانا ولم ينطق <extra_id_0> سيارة للطلاب امام جامعة الازهر, شياطين فى صورة <extra_id_1> </s>",<extra_id_0> على دهس <extra_id_1> مذيعين </s>
السلام عليكم ورحمة <extra_id_0> </s>,<extra_id_0> الله </s>
الفيس بوك سيف ذو حدين ، إله جانب إيجابي وبنفس الوقت إله جانب سلبي ، أهم إشي نعرف نستخدمه ونكون حذرين بعلاقاتنا وتعاملنا ، بس أنا مستغربة من نظرة <extra_id_0> ، وللفتيات إلي بتواصلوا عبر الإنترنت ! بالنسبة إلي لقيت ع الفيس بوك ناس مميزين ، لقيت صداقات ، وحتى الإنسان إلي <extra_id_1> قبل ما أشوفه ( وهذا بعتمد على الجانب الروحي قبل المظهر والشكل ) وطبعا رح أرتبط <extra_id_2> بأكد أهم إشي <extra_id_3> لإنه بمجتمعنا <extra_id_4> كتيرة <extra_id_5> </s>,<extra_id_0> مجتمعنا السلبية للنت <extra_id_1> حبيته <extra_id_2> فيه ، بس <extra_id_3> الحذر <extra_id_4> في ناس <extra_id_5> مريضة ومتلاعبة وإستغلالية </s>
لم يتم ضبط <extra_id_0> و المرفهين لم يتغير عليهم شيء و لكن زادت الجبايات من الشعب و المساكين ذوي الدخل المحدود <extra_id_1> </s>,<extra_id_0> النفقات ابدا <extra_id_1> فزادت </s>
فهذا يدعي التدين <extra_id_0> كان رئيسا أو مسؤولا في جمعية أو مؤسسة إسلامية وتراه في تعامله مع الآخرين يعطي <extra_id_1> صفة القداسة والنزاهة المطلقة وعدم تقبل النقد بل وإزاحة <extra_id_2> من <extra_id_3> والصدق عن طريقه خشية أن ينافسه على منصبه <extra_id_4> ! ، وكأن المنصب الذي هو فيه حتم لازم له لا يصلح لغيره من البشر ! ! أو ورثه كابرا عن كابر لا يتنازل عنه حتى يموت <extra_id_5> في منصبه سنين عديدة ودورات متلاحقة إما بالتزكية المزعومة أو بانتخابات هزيلة معدومة ، متناسيا أن ماهو عليه قد يكون وبالا وشرا عليه <extra_id_6> كما قال ( صلى الله عليه وسلم ) : ( <extra_id_7> أمانة وإنها يوم القيامة خزي وندامة <extra_id_8> </s>,<extra_id_0> والالتزام وربما <extra_id_1> لنفسه <extra_id_2> مع يحس <extra_id_3> جهته الإخلاص <extra_id_4> في المستقبل <extra_id_5> ! بل تراه يستمر <extra_id_6> يوم القيامة ، <extra_id_7> إنها <extra_id_8> . </s>
ان شاء الله سيكون اللقب العاشر للمارد الاخضر باقدام المعلم الكبير ساحر الكرة الاردنية <extra_id_0> </s>,<extra_id_0> الفنان رافت </s>
هل ان الزوج يعمل قيمه لزوجته ويقدرها امام الناس <extra_id_0> </s>,<extra_id_0> انه محكوم </s>
المارد الاخضر قدم <extra_id_0> باثاره وحراره وقدم اللاعبون افضل صوره عندهم في اول ظهور علني على ملعب <extra_id_1> </s>,<extra_id_0> الشوط الثاني <extra_id_1> النار </s>
الوحدات يغلق مرماه ب 11 لاعب <extra_id_0> </s>,<extra_id_0> امام </s>
ولا أعلم من العبقري في إدارة الوحدات الذي تعذر بمباراة كأس الكؤوس لعدم <extra_id_0> </s>,<extra_id_0> السماح لهم </s>
'القرآن الكريم معلق في بيوتنا ولكن لم نشعر أننا هجرناه كما شعرنا أن الواتساب معلق <extra_id_0> حالة ظهور للمصحف عند <extra_id_1> </s>,<extra_id_0> ! آخر <extra_id_1> البعض''ر…' </s>
هذه الخطوه ذكيه جدا من رئيس الوزراء فاجراء تعديل وزاري بهذه <extra_id_0> سخط شعبي جامح <extra_id_1> المعلميين و عمال الزراعه و غيرهم اختيار موفق للكركي الرجل المناسب بالمكان المناسب و التل و معالي توفيق كريشان <extra_id_2> </s>,<extra_id_0> الفتره المحمله بغضب و <extra_id_1> من <extra_id_2> و </s>
الف الف الف مبروك للمارد والزعيم والامبراطور الوحداتي <extra_id_0> </s>,<extra_id_0> . . </s>
الوحدات لقن الفيصلي درسا في كره القدم الاردنيه وانتزع اللقب الثاني لموسم 2010 - 2011 <extra_id_0> الفيصلي على البكاء <extra_id_1> </s>,<extra_id_0> واجبر <extra_id_1> في ارض </s>
مرحبا بالمثقف والاديب الدكتور خالد الكركي واعانك الله على العوده <extra_id_0> مكانتها وارجو من الله ان يسدد خطاك لما فيه مصلحه الوطن والمواطن طالبا <extra_id_1> </s>,<extra_id_0> بالوزارة الى <extra_id_1> كان او </s>
الزعامة ليست اسم تطلقه على طفل و يكبر و يبقى الاسم معه الزعامة لقب <extra_id_0> </s>,<extra_id_0> يعطى لمن </s>
منذ متى يا دراغان و الوحدات يترك الفريق المنافس يفرض اسلوبه في اللعب و يكون دور الوحدات ردة <extra_id_0> ان الزعيم عادة ما يكون هو الفاعل . <extra_id_1> </s>,<extra_id_0> فعل و المعروف <extra_id_1> . </s>
''ما يدور في رأس دونالد ترامب - <extra_id_0> </s>,<extra_id_0> URL </s>
''أختبار قيادة السيارة الرئاسية الوحشكاديلاك ترامب 2016 - 2021واشنطن <extra_id_0> </s>,<extra_id_0> أمريكا URL </s>
حسبي الله ونعم الوكيل <extra_id_0> </s>,<extra_id_0> . </s>
ألف مليون تريليون مبروك للمارد وعشاقه في جميع <extra_id_0> </s>,<extra_id_0> أنحاء العالم </s>
